Measure	Value	Library
Sequence length	50-151	JVD226_R2_rmphix_fastqc
%GC	59	JVD226_R2_rmphix_fastqc
Filename	JVD227_R1_rmphix.fq.gz	JVD227_R1_rmphix_fastqc
File type	Conventional base calls	JVD227_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD227_R1_rmphix_fastqc
Total Sequences	31125879	JVD227_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD227_R1_rmphix_fastqc
Sequence length	50-151	JVD227_R1_rmphix_fastqc
%GC	57	JVD227_R1_rmphix_fastqc
Filename	JVD227_R2_rmphix.fq.gz	JVD227_R2_rmphix_fastqc
File type	Conventional base calls	JVD227_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD227_R2_rmphix_fastqc
Total Sequences	31125879	JVD227_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD227_R2_rmphix_fastqc
Sequence length	50-151	JVD227_R2_rmphix_fastqc
%GC	57	JVD227_R2_rmphix_fastqc
Filename	JVD228_R1_rmphix.fq.gz	JVD228_R1_rmphix_fastqc
File type	Conventional base calls	JVD228_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD228_R1_rmphix_fastqc
Total Sequences	27800220	JVD228_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD228_R1_rmphix_fastqc
Sequence length	50-151	JVD228_R1_rmphix_fastqc
%GC	58	JVD228_R1_rmphix_fastqc
Filename	JVD228_R2_rmphix.fq.gz	JVD228_R2_rmphix_fastqc
File type	Conventional base calls	JVD228_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD228_R2_rmphix_fastqc
Total Sequences	27800220	JVD228_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD228_R2_rmphix_fastqc
Sequence length	50-151	JVD228_R2_rmphix_fastqc
%GC	58	JVD228_R2_rmphix_fastqc
Filename	JVD229_R1_rmphix.fq.gz	JVD229_R1_rmphix_fastqc
File type	Conventional base calls	JVD229_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD229_R1_rmphix_fastqc
Total Sequences	27302059	JVD229_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD229_R1_rmphix_fastqc
Sequence length	50-151	JVD229_R1_rmphix_fastqc
%GC	58	JVD229_R1_rmphix_fastqc
Filename	JVD229_R2_rmphix.fq.gz	JVD229_R2_rmphix_fastqc
File type	Conventional base calls	JVD229_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD229_R2_rmphix_fastqc
Total Sequences	27302059	JVD229_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD229_R2_rmphix_fastqc
Sequence length	50-151	JVD229_R2_rmphix_fastqc
%GC	58	JVD229_R2_rmphix_fastqc
Filename	JVD22_R1_rmphix.fq.gz	JVD22_R1_rmphix_fastqc
File type	Conventional base calls	JVD22_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD22_R1_rmphix_fastqc
Total Sequences	26442456	JVD22_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD22_R1_rmphix_fastqc
Sequence length	50-151	JVD22_R1_rmphix_fastqc
%GC	64	JVD22_R1_rmphix_fastqc
Filename	JVD22_R2_rmphix.fq.gz	JVD22_R2_rmphix_fastqc
File type	Conventional base calls	JVD22_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD22_R2_rmphix_fastqc
Total Sequences	26442456	JVD22_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD22_R2_rmphix_fastqc
Sequence length	50-151	JVD22_R2_rmphix_fastqc
%GC	64	JVD22_R2_rmphix_fastqc
Filename	JVD230_R1_rmphix.fq.gz	JVD230_R1_rmphix_fastqc
File type	Conventional base calls	JVD230_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD230_R1_rmphix_fastqc
Total Sequences	33771257	JVD230_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD230_R1_rmphix_fastqc
Sequence length	50-151	JVD230_R1_rmphix_fastqc
%GC	57	JVD230_R1_rmphix_fastqc
Filename	JVD230_R2_rmphix.fq.gz	JVD230_R2_rmphix_fastqc
File type	Conventional base calls	JVD230_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD230_R2_rmphix_fastqc
Total Sequences	33771257	JVD230_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD230_R2_rmphix_fastqc
Sequence length	50-151	JVD230_R2_rmphix_fastqc
%GC	57	JVD230_R2_rmphix_fastqc
Filename	JVD231_R1_rmphix.fq.gz	JVD231_R1_rmphix_fastqc
File type	Conventional base calls	JVD231_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD231_R1_rmphix_fastqc
Total Sequences	30860257	JVD231_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD231_R1_rmphix_fastqc
Sequence length	50-151	JVD231_R1_rmphix_fastqc
%GC	56	JVD231_R1_rmphix_fastqc
Filename	JVD231_R2_rmphix.fq.gz	JVD231_R2_rmphix_fastqc
File type	Conventional base calls	JVD231_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD231_R2_rmphix_fastqc
Total Sequences	30860257	JVD231_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD231_R2_rmphix_fastqc
Sequence length	50-151	JVD231_R2_rmphix_fastqc
%GC	56	JVD231_R2_rmphix_fastqc
Filename	JVD232_R1_rmphix.fq.gz	JVD232_R1_rmphix_fastqc
File type	Conventional base calls	JVD232_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD232_R1_rmphix_fastqc
Total Sequences	31186783	JVD232_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD232_R1_rmphix_fastqc
Sequence length	50-151	JVD232_R1_rmphix_fastqc
%GC	57	JVD232_R1_rmphix_fastqc
Filename	JVD232_R2_rmphix.fq.gz	JVD232_R2_rmphix_fastqc
File type	Conventional base calls	JVD232_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD232_R2_rmphix_fastqc
Total Sequences	31186783	JVD232_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD232_R2_rmphix_fastqc
Sequence length	50-151	JVD232_R2_rmphix_fastqc
%GC	57	JVD232_R2_rmphix_fastqc
Filename	JVD23_R1_rmphix.fq.gz	JVD23_R1_rmphix_fastqc
File type	Conventional base calls	JVD23_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD23_R1_rmphix_fastqc
Total Sequences	80466723	JVD23_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD23_R1_rmphix_fastqc
Sequence length	50-151	JVD23_R1_rmphix_fastqc
%GC	59	JVD23_R1_rmphix_fastqc
Filename	JVD23_R2_rmphix.fq.gz	JVD23_R2_rmphix_fastqc
File type	Conventional base calls	JVD23_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD23_R2_rmphix_fastqc
Total Sequences	53884156	JVD23_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD23_R2_rmphix_fastqc
Sequence length	50-151	JVD23_R2_rmphix_fastqc
%GC	61	JVD23_R2_rmphix_fastqc
Filename	JVD24_R1_rmphix.fq.gz	JVD24_R1_rmphix_fastqc
File type	Conventional base calls	JVD24_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD24_R1_rmphix_fastqc
Total Sequences	26888562	JVD24_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD24_R1_rmphix_fastqc
Sequence length	50-151	JVD24_R1_rmphix_fastqc
%GC	64	JVD24_R1_rmphix_fastqc
Filename	JVD24_R2_rmphix.fq.gz	JVD24_R2_rmphix_fastqc
File type	Conventional base calls	JVD24_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD24_R2_rmphix_fastqc
Total Sequences	26888562	JVD24_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD24_R2_rmphix_fastqc
Sequence length	50-151	JVD24_R2_rmphix_fastqc
%GC	64	JVD24_R2_rmphix_fastqc
Filename	JVD25_R1_rmphix.fq.gz	JVD25_R1_rmphix_fastqc
File type	Conventional base calls	JVD25_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD25_R1_rmphix_fastqc
Total Sequences	26658179	JVD25_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD25_R1_rmphix_fastqc
Sequence length	50-151	JVD25_R1_rmphix_fastqc
%GC	62	JVD25_R1_rmphix_fastqc
Filename	JVD25_R2_rmphix.fq.gz	JVD25_R2_rmphix_fastqc
File type	Conventional base calls	JVD25_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD25_R2_rmphix_fastqc
Total Sequences	26658179	JVD25_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD25_R2_rmphix_fastqc
Sequence length	50-151	JVD25_R2_rmphix_fastqc
%GC	62	JVD25_R2_rmphix_fastqc
Filename	JVD27_R1_rmphix.fq.gz	JVD27_R1_rmphix_fastqc
File type	Conventional base calls	JVD27_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD27_R1_rmphix_fastqc
Total Sequences	25102895	JVD27_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD27_R1_rmphix_fastqc
Sequence length	50-151	JVD27_R1_rmphix_fastqc
%GC	63	JVD27_R1_rmphix_fastqc
Filename	JVD27_R2_rmphix.fq.gz	JVD27_R2_rmphix_fastqc
File type	Conventional base calls	JVD27_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD27_R2_rmphix_fastqc
Total Sequences	25102895	JVD27_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD27_R2_rmphix_fastqc
Sequence length	50-151	JVD27_R2_rmphix_fastqc
%GC	63	JVD27_R2_rmphix_fastqc
Filename	JVD28_R1_rmphix.fq.gz	JVD28_R1_rmphix_fastqc
File type	Conventional base calls	JVD28_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD28_R1_rmphix_fastqc
Total Sequences	18511462	JVD28_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD28_R1_rmphix_fastqc
Sequence length	50-151	JVD28_R1_rmphix_fastqc
%GC	65	JVD28_R1_rmphix_fastqc
Filename	JVD28_R2_rmphix.fq.gz	JVD28_R2_rmphix_fastqc
File type	Conventional base calls	JVD28_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD28_R2_rmphix_fastqc
Total Sequences	18511462	JVD28_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD28_R2_rmphix_fastqc
Sequence length	50-151	JVD28_R2_rmphix_fastqc
%GC	65	JVD28_R2_rmphix_fastqc
Filename	JVD29_R1_rmphix.fq.gz	JVD29_R1_rmphix_fastqc
File type	Conventional base calls	JVD29_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD29_R1_rmphix_fastqc
Total Sequences	30811277	JVD29_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD29_R1_rmphix_fastqc
Sequence length	50-151	JVD29_R1_rmphix_fastqc
%GC	63	JVD29_R1_rmphix_fastqc
Filename	JVD29_R2_rmphix.fq.gz	JVD29_R2_rmphix_fastqc
File type	Conventional base calls	JVD29_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD29_R2_rmphix_fastqc
Total Sequences	30811277	JVD29_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD29_R2_rmphix_fastqc
Sequence length	50-151	JVD29_R2_rmphix_fastqc
%GC	63	JVD29_R2_rmphix_fastqc
Filename	JVD30_R1_rmphix.fq.gz	JVD30_R1_rmphix_fastqc
File type	Conventional base calls	JVD30_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD30_R1_rmphix_fastqc
Total Sequences	29111509	JVD30_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD30_R1_rmphix_fastqc
Sequence length	50-151	JVD30_R1_rmphix_fastqc
%GC	63	JVD30_R1_rmphix_fastqc
Filename	JVD30_R2_rmphix.fq.gz	JVD30_R2_rmphix_fastqc
File type	Conventional base calls	JVD30_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD30_R2_rmphix_fastqc
Total Sequences	29111509	JVD30_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD30_R2_rmphix_fastqc
Sequence length	50-151	JVD30_R2_rmphix_fastqc
%GC	63	JVD30_R2_rmphix_fastqc
Filename	JVD31_R1_rmphix.fq.gz	JVD31_R1_rmphix_fastqc
File type	Conventional base calls	JVD31_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD31_R1_rmphix_fastqc
Total Sequences	26892716	JVD31_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD31_R1_rmphix_fastqc
Sequence length	50-151	JVD31_R1_rmphix_fastqc
%GC	63	JVD31_R1_rmphix_fastqc
Filename	JVD31_R2_rmphix.fq.gz	JVD31_R2_rmphix_fastqc
File type	Conventional base calls	JVD31_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD31_R2_rmphix_fastqc
Total Sequences	26892716	JVD31_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD31_R2_rmphix_fastqc
Sequence length	50-151	JVD31_R2_rmphix_fastqc
%GC	63	JVD31_R2_rmphix_fastqc
Filename	JVD32_R1_rmphix.fq.gz	JVD32_R1_rmphix_fastqc
File type	Conventional base calls	JVD32_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD32_R1_rmphix_fastqc
Total Sequences	27376450	JVD32_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD32_R1_rmphix_fastqc
Sequence length	50-151	JVD32_R1_rmphix_fastqc
%GC	64	JVD32_R1_rmphix_fastqc
Filename	JVD32_R2_rmphix.fq.gz	JVD32_R2_rmphix_fastqc
File type	Conventional base calls	JVD32_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD32_R2_rmphix_fastqc
Total Sequences	27376450	JVD32_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD32_R2_rmphix_fastqc
Sequence length	50-151	JVD32_R2_rmphix_fastqc
%GC	64	JVD32_R2_rmphix_fastqc
Filename	JVD33_R1_rmphix.fq.gz	JVD33_R1_rmphix_fastqc
File type	Conventional base calls	JVD33_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD33_R1_rmphix_fastqc
Total Sequences	29477298	JVD33_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD33_R1_rmphix_fastqc
Sequence length	50-151	JVD33_R1_rmphix_fastqc
%GC	63	JVD33_R1_rmphix_fastqc
Filename	JVD33_R2_rmphix.fq.gz	JVD33_R2_rmphix_fastqc
File type	Conventional base calls	JVD33_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD33_R2_rmphix_fastqc
Total Sequences	29477298	JVD33_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD33_R2_rmphix_fastqc
Sequence length	50-151	JVD33_R2_rmphix_fastqc
%GC	64	JVD33_R2_rmphix_fastqc
Filename	JVD34_R1_rmphix.fq.gz	JVD34_R1_rmphix_fastqc
File type	Conventional base calls	JVD34_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD34_R1_rmphix_fastqc
Total Sequences	29366948	JVD34_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD34_R1_rmphix_fastqc
Sequence length	50-151	JVD34_R1_rmphix_fastqc
%GC	65	JVD34_R1_rmphix_fastqc
Filename	JVD34_R2_rmphix.fq.gz	JVD34_R2_rmphix_fastqc
File type	Conventional base calls	JVD34_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD34_R2_rmphix_fastqc
Total Sequences	29366948	JVD34_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD34_R2_rmphix_fastqc
Sequence length	50-151	JVD34_R2_rmphix_fastqc
%GC	65	JVD34_R2_rmphix_fastqc
Filename	JVD37_R1_rmphix.fq.gz	JVD37_R1_rmphix_fastqc
File type	Conventional base calls	JVD37_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD37_R1_rmphix_fastqc
Total Sequences	24769277	JVD37_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD37_R1_rmphix_fastqc
Sequence length	50-151	JVD37_R1_rmphix_fastqc
%GC	63	JVD37_R1_rmphix_fastqc
Filename	JVD37_R2_rmphix.fq.gz	JVD37_R2_rmphix_fastqc
File type	Conventional base calls	JVD37_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD37_R2_rmphix_fastqc
Total Sequences	24769277	JVD37_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD37_R2_rmphix_fastqc
Sequence length	50-151	JVD37_R2_rmphix_fastqc
%GC	63	JVD37_R2_rmphix_fastqc
Filename	JVD39_R1_rmphix.fq.gz	JVD39_R1_rmphix_fastqc
File type	Conventional base calls	JVD39_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD39_R1_rmphix_fastqc
Total Sequences	27349846	JVD39_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD39_R1_rmphix_fastqc
Sequence length	50-151	JVD39_R1_rmphix_fastqc
%GC	64	JVD39_R1_rmphix_fastqc
Filename	JVD39_R2_rmphix.fq.gz	JVD39_R2_rmphix_fastqc
File type	Conventional base calls	JVD39_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD39_R2_rmphix_fastqc
Total Sequences	27349846	JVD39_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD39_R2_rmphix_fastqc
Sequence length	50-151	JVD39_R2_rmphix_fastqc
%GC	64	JVD39_R2_rmphix_fastqc
Filename	JVD41_R1_rmphix.fq.gz	JVD41_R1_rmphix_fastqc
File type	Conventional base calls	JVD41_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD41_R1_rmphix_fastqc
Total Sequences	29371532	JVD41_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD41_R1_rmphix_fastqc
Sequence length	50-151	JVD41_R1_rmphix_fastqc
%GC	62	JVD41_R1_rmphix_fastqc
Filename	JVD41_R2_rmphix.fq.gz	JVD41_R2_rmphix_fastqc
File type	Conventional base calls	JVD41_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD41_R2_rmphix_fastqc
Total Sequences	29371532	JVD41_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD41_R2_rmphix_fastqc
Sequence length	50-151	JVD41_R2_rmphix_fastqc
%GC	62	JVD41_R2_rmphix_fastqc
Filename	JVD42_R1_rmphix.fq.gz	JVD42_R1_rmphix_fastqc
File type	Conventional base calls	JVD42_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD42_R1_rmphix_fastqc
Total Sequences	30591105	JVD42_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD42_R1_rmphix_fastqc
Sequence length	50-151	JVD42_R1_rmphix_fastqc
%GC	64	JVD42_R1_rmphix_fastqc
Filename	JVD42_R2_rmphix.fq.gz	JVD42_R2_rmphix_fastqc
File type	Conventional base calls	JVD42_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD42_R2_rmphix_fastqc
Total Sequences	30591105	JVD42_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD42_R2_rmphix_fastqc
Sequence length	50-151	JVD42_R2_rmphix_fastqc
%GC	64	JVD42_R2_rmphix_fastqc
Filename	JVD43_R1_rmphix.fq.gz	JVD43_R1_rmphix_fastqc
File type	Conventional base calls	JVD43_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD43_R1_rmphix_fastqc
Total Sequences	27727348	JVD43_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD43_R1_rmphix_fastqc
Sequence length	50-151	JVD43_R1_rmphix_fastqc
%GC	63	JVD43_R1_rmphix_fastqc
Filename	JVD43_R2_rmphix.fq.gz	JVD43_R2_rmphix_fastqc
File type	Conventional base calls	JVD43_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD43_R2_rmphix_fastqc
Total Sequences	27727348	JVD43_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD43_R2_rmphix_fastqc
Sequence length	50-151	JVD43_R2_rmphix_fastqc
%GC	63	JVD43_R2_rmphix_fastqc
Filename	JVD44_R1_rmphix.fq.gz	JVD44_R1_rmphix_fastqc
File type	Conventional base calls	JVD44_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD44_R1_rmphix_fastqc
Total Sequences	26528351	JVD44_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD44_R1_rmphix_fastqc
Sequence length	50-151	JVD44_R1_rmphix_fastqc
%GC	63	JVD44_R1_rmphix_fastqc
Filename	JVD44_R2_rmphix.fq.gz	JVD44_R2_rmphix_fastqc
File type	Conventional base calls	JVD44_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD44_R2_rmphix_fastqc
Total Sequences	26528351	JVD44_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD44_R2_rmphix_fastqc
Sequence length	50-151	JVD44_R2_rmphix_fastqc
%GC	63	JVD44_R2_rmphix_fastqc
Filename	JVD45_R1_rmphix.fq.gz	JVD45_R1_rmphix_fastqc
File type	Conventional base calls	JVD45_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD45_R1_rmphix_fastqc
Total Sequences	38658623	JVD45_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD45_R1_rmphix_fastqc
Sequence length	50-151	JVD45_R1_rmphix_fastqc
%GC	63	JVD45_R1_rmphix_fastqc
Filename	JVD45_R2_rmphix.fq.gz	JVD45_R2_rmphix_fastqc
File type	Conventional base calls	JVD45_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD45_R2_rmphix_fastqc
Total Sequences	38658623	JVD45_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD45_R2_rmphix_fastqc
Sequence length	50-151	JVD45_R2_rmphix_fastqc
%GC	63	JVD45_R2_rmphix_fastqc
Filename	JVD46_R1_rmphix.fq.gz	JVD46_R1_rmphix_fastqc
File type	Conventional base calls	JVD46_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD46_R1_rmphix_fastqc
Total Sequences	42283998	JVD46_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD46_R1_rmphix_fastqc
Sequence length	50-151	JVD46_R1_rmphix_fastqc
%GC	62	JVD46_R1_rmphix_fastqc
Filename	JVD46_R2_rmphix.fq.gz	JVD46_R2_rmphix_fastqc
File type	Conventional base calls	JVD46_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD46_R2_rmphix_fastqc
Total Sequences	42283998	JVD46_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD46_R2_rmphix_fastqc
Sequence length	50-151	JVD46_R2_rmphix_fastqc
%GC	62	JVD46_R2_rmphix_fastqc
Filename	JVD47_R1_rmphix.fq.gz	JVD47_R1_rmphix_fastqc
File type	Conventional base calls	JVD47_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD47_R1_rmphix_fastqc
Total Sequences	33535394	JVD47_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD47_R1_rmphix_fastqc
Sequence length	50-151	JVD47_R1_rmphix_fastqc
%GC	63	JVD47_R1_rmphix_fastqc
Filename	JVD47_R2_rmphix.fq.gz	JVD47_R2_rmphix_fastqc
File type	Conventional base calls	JVD47_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD47_R2_rmphix_fastqc
Total Sequences	33535394	JVD47_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD47_R2_rmphix_fastqc
Sequence length	50-151	JVD47_R2_rmphix_fastqc
%GC	63	JVD47_R2_rmphix_fastqc
Filename	JVD48_R1_rmphix.fq.gz	JVD48_R1_rmphix_fastqc
File type	Conventional base calls	JVD48_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD48_R1_rmphix_fastqc
Total Sequences	27367533	JVD48_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD48_R1_rmphix_fastqc
Sequence length	50-151	JVD48_R1_rmphix_fastqc
%GC	63	JVD48_R1_rmphix_fastqc
Filename	JVD48_R2_rmphix.fq.gz	JVD48_R2_rmphix_fastqc
File type	Conventional base calls	JVD48_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD48_R2_rmphix_fastqc
Total Sequences	27367533	JVD48_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD48_R2_rmphix_fastqc
Sequence length	50-151	JVD48_R2_rmphix_fastqc
%GC	63	JVD48_R2_rmphix_fastqc
Filename	JVD49_R1_rmphix.fq.gz	JVD49_R1_rmphix_fastqc
File type	Conventional base calls	JVD49_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD49_R1_rmphix_fastqc
Total Sequences	28773092	JVD49_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD49_R1_rmphix_fastqc
Sequence length	50-151	JVD49_R1_rmphix_fastqc
%GC	62	JVD49_R1_rmphix_fastqc
Filename	JVD49_R2_rmphix.fq.gz	JVD49_R2_rmphix_fastqc
File type	Conventional base calls	JVD49_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD49_R2_rmphix_fastqc
Total Sequences	28773092	JVD49_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD49_R2_rmphix_fastqc
Sequence length	50-151	JVD49_R2_rmphix_fastqc
%GC	62	JVD49_R2_rmphix_fastqc
Filename	JVD50_R1_rmphix.fq.gz	JVD50_R1_rmphix_fastqc
File type	Conventional base calls	JVD50_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD50_R1_rmphix_fastqc
Total Sequences	31083459	JVD50_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD50_R1_rmphix_fastqc
Sequence length	50-151	JVD50_R1_rmphix_fastqc
%GC	62	JVD50_R1_rmphix_fastqc
Filename	JVD50_R2_rmphix.fq.gz	JVD50_R2_rmphix_fastqc
File type	Conventional base calls	JVD50_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD50_R2_rmphix_fastqc
Total Sequences	31083459	JVD50_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD50_R2_rmphix_fastqc
Sequence length	50-151	JVD50_R2_rmphix_fastqc
%GC	63	JVD50_R2_rmphix_fastqc
Filename	JVD51_R1_rmphix.fq.gz	JVD51_R1_rmphix_fastqc
File type	Conventional base calls	JVD51_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD51_R1_rmphix_fastqc
Total Sequences	27804254	JVD51_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD51_R1_rmphix_fastqc
Sequence length	50-151	JVD51_R1_rmphix_fastqc
%GC	62	JVD51_R1_rmphix_fastqc
Filename	JVD51_R2_rmphix.fq.gz	JVD51_R2_rmphix_fastqc
File type	Conventional base calls	JVD51_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD51_R2_rmphix_fastqc
Total Sequences	27804254	JVD51_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD51_R2_rmphix_fastqc
Sequence length	50-151	JVD51_R2_rmphix_fastqc
%GC	62	JVD51_R2_rmphix_fastqc
Filename	JVD52_R1_rmphix.fq.gz	JVD52_R1_rmphix_fastqc
File type	Conventional base calls	JVD52_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD52_R1_rmphix_fastqc
Total Sequences	32424281	JVD52_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD52_R1_rmphix_fastqc
Sequence length	50-151	JVD52_R1_rmphix_fastqc
%GC	62	JVD52_R1_rmphix_fastqc
