SampleID	DNAID	Profile	Description	fwd1	rvs1	fwd2	rvs2	fwd3	rvs3	fwd4	rvs4	fwd5	rvs5	fwd6	rvs6
JEP56	JVD56	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD56_S58_L002_R1_001.fastq.gz	JVD56_S58_L002_R2_001.fastq.gz	JVD56_S122_L004_R1_001.fastq.gz	JVD56_S122_L004_R2_001.fastq.gz	JVD56_S29_L003_R1_001.fastq.gz	JVD56_S29_L003_R2_001.fastq.gz	JVD56_S29_L002_R1_001.fastq.gz	JVD56_S29_L002_R2_001.fastq.gz	JVD56_S29_L001_R1_001.fastq.gz	JVD56_S29_L001_R2_001.fastq.gz		
JEP57	JVD57	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD57_S59_L002_R1_001.fastq.gz	JVD57_S59_L002_R2_001.fastq.gz	JVD57_S123_L004_R1_001.fastq.gz	JVD57_S123_L004_R2_001.fastq.gz	JVD57_S30_L003_R1_001.fastq.gz	JVD57_S30_L003_R2_001.fastq.gz	JVD57_S30_L002_R1_001.fastq.gz	JVD57_S30_L002_R2_001.fastq.gz	JVD57_S30_L001_R1_001.fastq.gz	JVD57_S30_L001_R2_001.fastq.gz		
JEP58	JVD58	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD58_S60_L002_R1_001.fastq.gz	JVD58_S60_L002_R2_001.fastq.gz	JVD58_S124_L004_R1_001.fastq.gz	JVD58_S124_L004_R2_001.fastq.gz	JVD58_S31_L003_R1_001.fastq.gz	JVD58_S31_L003_R2_001.fastq.gz	JVD58_S31_L002_R1_001.fastq.gz	JVD58_S31_L002_R2_001.fastq.gz	JVD58_S31_L001_R1_001.fastq.gz	JVD58_S31_L001_R2_001.fastq.gz		
JEP59	JVD59	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD59_S61_L002_R1_001.fastq.gz	JVD59_S61_L002_R2_001.fastq.gz	JVD59_S125_L004_R1_001.fastq.gz	JVD59_S125_L004_R2_001.fastq.gz	JVD59_S32_L003_R1_001.fastq.gz	JVD59_S32_L003_R2_001.fastq.gz	JVD59_S32_L002_R1_001.fastq.gz	JVD59_S32_L002_R2_001.fastq.gz	JVD59_S32_L001_R1_001.fastq.gz	JVD59_S32_L001_R2_001.fastq.gz		
JEP60	JVD60	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD60_S62_L002_R1_001.fastq.gz	JVD60_S62_L002_R2_001.fastq.gz	JVD60_S126_L004_R1_001.fastq.gz	JVD60_S126_L004_R2_001.fastq.gz	JVD60_S33_L003_R1_001.fastq.gz	JVD60_S33_L003_R2_001.fastq.gz	JVD60_S33_L002_R1_001.fastq.gz	JVD60_S33_L002_R2_001.fastq.gz	JVD60_S33_L001_R1_001.fastq.gz	JVD60_S33_L001_R2_001.fastq.gz		
JEP61	JVD61	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD61_S63_L002_R1_001.fastq.gz	JVD61_S63_L002_R2_001.fastq.gz	JVD61_S127_L004_R1_001.fastq.gz	JVD61_S127_L004_R2_001.fastq.gz	JVD61_S34_L003_R1_001.fastq.gz	JVD61_S34_L003_R2_001.fastq.gz	JVD61_S34_L002_R1_001.fastq.gz	JVD61_S34_L002_R2_001.fastq.gz	JVD61_S34_L001_R1_001.fastq.gz	JVD61_S34_L001_R2_001.fastq.gz		
JEP62	JVD62	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD62_S64_L002_R1_001.fastq.gz	JVD62_S64_L002_R2_001.fastq.gz	JVD62_S128_L004_R1_001.fastq.gz	JVD62_S128_L004_R2_001.fastq.gz	JVD62_S35_L003_R1_001.fastq.gz	JVD62_S35_L003_R2_001.fastq.gz	JVD62_S35_L002_R1_001.fastq.gz	JVD62_S35_L002_R2_001.fastq.gz	JVD62_S35_L001_R1_001.fastq.gz	JVD62_S35_L001_R2_001.fastq.gz		
JEP63	JVD63	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD63_S65_L002_R1_001.fastq.gz	JVD63_S65_L002_R2_001.fastq.gz	JVD63_S129_L004_R1_001.fastq.gz	JVD63_S129_L004_R2_001.fastq.gz	JVD63_S36_L003_R1_001.fastq.gz	JVD63_S36_L003_R2_001.fastq.gz	JVD63_S36_L002_R1_001.fastq.gz	JVD63_S36_L002_R2_001.fastq.gz	JVD63_S36_L001_R1_001.fastq.gz	JVD63_S36_L001_R2_001.fastq.gz	JVD63_S331_L001_R1_001.fastq.gz	JVD63_S331_L001_R2_001.fastq.gz
JEP64	JVD64	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD64_S66_L002_R1_001.fastq.gz	JVD64_S66_L002_R2_001.fastq.gz	JVD64_S130_L004_R1_001.fastq.gz	JVD64_S130_L004_R2_001.fastq.gz	JVD64_S37_L003_R1_001.fastq.gz	JVD64_S37_L003_R2_001.fastq.gz	JVD64_S37_L002_R1_001.fastq.gz	JVD64_S37_L002_R2_001.fastq.gz	JVD64_S37_L001_R1_001.fastq.gz	JVD64_S37_L001_R2_001.fastq.gz		
JEP65	JVD65	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD65_S67_L002_R1_001.fastq.gz	JVD65_S67_L002_R2_001.fastq.gz	JVD65_S131_L004_R1_001.fastq.gz	JVD65_S131_L004_R2_001.fastq.gz	JVD65_S38_L003_R1_001.fastq.gz	JVD65_S38_L003_R2_001.fastq.gz	JVD65_S38_L002_R1_001.fastq.gz	JVD65_S38_L002_R2_001.fastq.gz	JVD65_S38_L001_R1_001.fastq.gz	JVD65_S38_L001_R2_001.fastq.gz		
JEP66	JVD66	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD66_S68_L002_R1_001.fastq.gz	JVD66_S68_L002_R2_001.fastq.gz	JVD66_S132_L004_R1_001.fastq.gz	JVD66_S132_L004_R2_001.fastq.gz	JVD66_S39_L003_R1_001.fastq.gz	JVD66_S39_L003_R2_001.fastq.gz	JVD66_S39_L002_R1_001.fastq.gz	JVD66_S39_L002_R2_001.fastq.gz	JVD66_S39_L001_R1_001.fastq.gz	JVD66_S39_L001_R2_001.fastq.gz		
JEP67	JVD67	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD67_S69_L002_R1_001.fastq.gz	JVD67_S69_L002_R2_001.fastq.gz	JVD67_S133_L004_R1_001.fastq.gz	JVD67_S133_L004_R2_001.fastq.gz	JVD67_S40_L003_R1_001.fastq.gz	JVD67_S40_L003_R2_001.fastq.gz	JVD67_S40_L002_R1_001.fastq.gz	JVD67_S40_L002_R2_001.fastq.gz	JVD67_S40_L001_R1_001.fastq.gz	JVD67_S40_L001_R2_001.fastq.gz		
JEP68	JVD68	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD68_S70_L002_R1_001.fastq.gz	JVD68_S70_L002_R2_001.fastq.gz	JVD68_S134_L004_R1_001.fastq.gz	JVD68_S134_L004_R2_001.fastq.gz	JVD68_S41_L003_R1_001.fastq.gz	JVD68_S41_L003_R2_001.fastq.gz	JVD68_S41_L002_R1_001.fastq.gz	JVD68_S41_L002_R2_001.fastq.gz	JVD68_S41_L001_R1_001.fastq.gz	JVD68_S41_L001_R2_001.fastq.gz		
JEP69	JVD69	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD69_S71_L002_R1_001.fastq.gz	JVD69_S71_L002_R2_001.fastq.gz	JVD69_S135_L004_R1_001.fastq.gz	JVD69_S135_L004_R2_001.fastq.gz	JVD69_S42_L003_R1_001.fastq.gz	JVD69_S42_L003_R2_001.fastq.gz	JVD69_S42_L002_R1_001.fastq.gz	JVD69_S42_L002_R2_001.fastq.gz	JVD69_S42_L001_R1_001.fastq.gz	JVD69_S42_L001_R2_001.fastq.gz		
JEP70	JVD70	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD70_S72_L002_R1_001.fastq.gz	JVD70_S72_L002_R2_001.fastq.gz	JVD70_S136_L004_R1_001.fastq.gz	JVD70_S136_L004_R2_001.fastq.gz	JVD70_S43_L003_R1_001.fastq.gz	JVD70_S43_L003_R2_001.fastq.gz	JVD70_S43_L002_R1_001.fastq.gz	JVD70_S43_L002_R2_001.fastq.gz	JVD70_S43_L001_R1_001.fastq.gz	JVD70_S43_L001_R2_001.fastq.gz		
JEP71	JVD71	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD71_S73_L002_R1_001.fastq.gz	JVD71_S73_L002_R2_001.fastq.gz	JVD71_S137_L004_R1_001.fastq.gz	JVD71_S137_L004_R2_001.fastq.gz	JVD71_S44_L003_R1_001.fastq.gz	JVD71_S44_L003_R2_001.fastq.gz	JVD71_S44_L002_R1_001.fastq.gz	JVD71_S44_L002_R2_001.fastq.gz	JVD71_S44_L001_R1_001.fastq.gz	JVD71_S44_L001_R2_001.fastq.gz		
JEP72	JVD72	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD72_S74_L002_R1_001.fastq.gz	JVD72_S74_L002_R2_001.fastq.gz	JVD72_S138_L004_R1_001.fastq.gz	JVD72_S138_L004_R2_001.fastq.gz	JVD72_S45_L003_R1_001.fastq.gz	JVD72_S45_L003_R2_001.fastq.gz	JVD72_S45_L002_R1_001.fastq.gz	JVD72_S45_L002_R2_001.fastq.gz	JVD72_S45_L001_R1_001.fastq.gz	JVD72_S45_L001_R2_001.fastq.gz		
JEP73	JVD73	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD73_S75_L002_R1_001.fastq.gz	JVD73_S75_L002_R2_001.fastq.gz	JVD73_S139_L004_R1_001.fastq.gz	JVD73_S139_L004_R2_001.fastq.gz	JVD73_S46_L003_R1_001.fastq.gz	JVD73_S46_L003_R2_001.fastq.gz	JVD73_S46_L002_R1_001.fastq.gz	JVD73_S46_L002_R2_001.fastq.gz	JVD73_S46_L001_R1_001.fastq.gz	JVD73_S46_L001_R2_001.fastq.gz		
JEP74	JVD74	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD74_S76_L002_R1_001.fastq.gz	JVD74_S76_L002_R2_001.fastq.gz	JVD74_S140_L004_R1_001.fastq.gz	JVD74_S140_L004_R2_001.fastq.gz	JVD74_S47_L003_R1_001.fastq.gz	JVD74_S47_L003_R2_001.fastq.gz	JVD74_S47_L002_R1_001.fastq.gz	JVD74_S47_L002_R2_001.fastq.gz	JVD74_S47_L001_R1_001.fastq.gz	JVD74_S47_L001_R2_001.fastq.gz		
JEP75	JVD75	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD75_S77_L002_R1_001.fastq.gz	JVD75_S77_L002_R2_001.fastq.gz	JVD75_S141_L004_R1_001.fastq.gz	JVD75_S141_L004_R2_001.fastq.gz	JVD75_S48_L003_R1_001.fastq.gz	JVD75_S48_L003_R2_001.fastq.gz	JVD75_S48_L002_R1_001.fastq.gz	JVD75_S48_L002_R2_001.fastq.gz	JVD75_S48_L001_R1_001.fastq.gz	JVD75_S48_L001_R2_001.fastq.gz	JVD75_S289_L001_R1_001.fastq.gz	JVD75_S289_L001_R2_001.fastq.gz
JEP76	JVD76	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD76_S78_L002_R1_001.fastq.gz	JVD76_S78_L002_R2_001.fastq.gz	JVD76_S142_L004_R1_001.fastq.gz	JVD76_S142_L004_R2_001.fastq.gz	JVD76_S49_L003_R1_001.fastq.gz	JVD76_S49_L003_R2_001.fastq.gz	JVD76_S49_L002_R1_001.fastq.gz	JVD76_S49_L002_R2_001.fastq.gz	JVD76_S49_L001_R1_001.fastq.gz	JVD76_S49_L001_R2_001.fastq.gz		
JEP77	JVD77	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD77_S79_L002_R1_001.fastq.gz	JVD77_S79_L002_R2_001.fastq.gz	JVD77_S143_L004_R1_001.fastq.gz	JVD77_S143_L004_R2_001.fastq.gz	JVD77_S50_L003_R1_001.fastq.gz	JVD77_S50_L003_R2_001.fastq.gz	JVD77_S50_L002_R1_001.fastq.gz	JVD77_S50_L002_R2_001.fastq.gz	JVD77_S50_L001_R1_001.fastq.gz	JVD77_S50_L001_R2_001.fastq.gz		
JEP78	JVD78	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD78_S80_L002_R1_001.fastq.gz	JVD78_S80_L002_R2_001.fastq.gz	JVD78_S144_L004_R1_001.fastq.gz	JVD78_S144_L004_R2_001.fastq.gz	JVD78_S51_L003_R1_001.fastq.gz	JVD78_S51_L003_R2_001.fastq.gz	JVD78_S51_L002_R1_001.fastq.gz	JVD78_S51_L002_R2_001.fastq.gz	JVD78_S51_L001_R1_001.fastq.gz	JVD78_S51_L001_R2_001.fastq.gz		
JEP79	JVD79	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD79_S81_L002_R1_001.fastq.gz	JVD79_S81_L002_R2_001.fastq.gz	JVD79_S145_L004_R1_001.fastq.gz	JVD79_S145_L004_R2_001.fastq.gz	JVD79_S52_L003_R1_001.fastq.gz	JVD79_S52_L003_R2_001.fastq.gz	JVD79_S52_L002_R1_001.fastq.gz	JVD79_S52_L002_R2_001.fastq.gz	JVD79_S52_L001_R1_001.fastq.gz	JVD79_S52_L001_R2_001.fastq.gz		
JEP80	JVD80	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD80_S82_L002_R1_001.fastq.gz	JVD80_S82_L002_R2_001.fastq.gz	JVD80_S146_L004_R1_001.fastq.gz	JVD80_S146_L004_R2_001.fastq.gz	JVD80_S53_L003_R1_001.fastq.gz	JVD80_S53_L003_R2_001.fastq.gz	JVD80_S53_L002_R1_001.fastq.gz	JVD80_S53_L002_R2_001.fastq.gz	JVD80_S53_L001_R1_001.fastq.gz	JVD80_S53_L001_R2_001.fastq.gz		
JEP81	JVD81	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD81_S83_L002_R1_001.fastq.gz	JVD81_S83_L002_R2_001.fastq.gz	JVD81_S147_L004_R1_001.fastq.gz	JVD81_S147_L004_R2_001.fastq.gz	JVD81_S54_L003_R1_001.fastq.gz	JVD81_S54_L003_R2_001.fastq.gz	JVD81_S54_L002_R1_001.fastq.gz	JVD81_S54_L002_R2_001.fastq.gz	JVD81_S54_L001_R1_001.fastq.gz	JVD81_S54_L001_R2_001.fastq.gz		
JEP82	JVD82	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD82_S84_L002_R1_001.fastq.gz	JVD82_S84_L002_R2_001.fastq.gz	JVD82_S148_L004_R1_001.fastq.gz	JVD82_S148_L004_R2_001.fastq.gz	JVD82_S55_L003_R1_001.fastq.gz	JVD82_S55_L003_R2_001.fastq.gz	JVD82_S55_L002_R1_001.fastq.gz	JVD82_S55_L002_R2_001.fastq.gz	JVD82_S55_L001_R1_001.fastq.gz	JVD82_S55_L001_R2_001.fastq.gz		
JEP83	JVD83	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD83_S85_L002_R1_001.fastq.gz	JVD83_S85_L002_R2_001.fastq.gz	JVD83_S149_L004_R1_001.fastq.gz	JVD83_S149_L004_R2_001.fastq.gz	JVD83_S56_L003_R1_001.fastq.gz	JVD83_S56_L003_R2_001.fastq.gz	JVD83_S56_L002_R1_001.fastq.gz	JVD83_S56_L002_R2_001.fastq.gz	JVD83_S56_L001_R1_001.fastq.gz	JVD83_S56_L001_R2_001.fastq.gz		
JEP84	JVD84	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD84_S86_L002_R1_001.fastq.gz	JVD84_S86_L002_R2_001.fastq.gz	JVD84_S150_L004_R1_001.fastq.gz	JVD84_S150_L004_R2_001.fastq.gz	JVD84_S57_L003_R1_001.fastq.gz	JVD84_S57_L003_R2_001.fastq.gz	JVD84_S57_L002_R1_001.fastq.gz	JVD84_S57_L002_R2_001.fastq.gz	JVD84_S57_L001_R1_001.fastq.gz	JVD84_S57_L001_R2_001.fastq.gz		
JEP85	JVD85	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD85_S87_L002_R1_001.fastq.gz	JVD85_S87_L002_R2_001.fastq.gz	JVD85_S151_L004_R1_001.fastq.gz	JVD85_S151_L004_R2_001.fastq.gz	JVD85_S58_L003_R1_001.fastq.gz	JVD85_S58_L003_R2_001.fastq.gz	JVD85_S58_L002_R1_001.fastq.gz	JVD85_S58_L002_R2_001.fastq.gz	JVD85_S58_L001_R1_001.fastq.gz	JVD85_S58_L001_R2_001.fastq.gz	JVD85_S339_L001_R1_001.fastq.gz	JVD85_S339_L001_R2_001.fastq.gz
JEP86	JVD86	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD86_S88_L002_R1_001.fastq.gz	JVD86_S88_L002_R2_001.fastq.gz	JVD86_S152_L004_R1_001.fastq.gz	JVD86_S152_L004_R2_001.fastq.gz	JVD86_S59_L003_R1_001.fastq.gz	JVD86_S59_L003_R2_001.fastq.gz	JVD86_S59_L002_R1_001.fastq.gz	JVD86_S59_L002_R2_001.fastq.gz	JVD86_S59_L001_R1_001.fastq.gz	JVD86_S59_L001_R2_001.fastq.gz		
JEP87	JVD87	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD87_S89_L002_R1_001.fastq.gz	JVD87_S89_L002_R2_001.fastq.gz	JVD87_S153_L004_R1_001.fastq.gz	JVD87_S153_L004_R2_001.fastq.gz	JVD87_S60_L003_R1_001.fastq.gz	JVD87_S60_L003_R2_001.fastq.gz	JVD87_S60_L002_R1_001.fastq.gz	JVD87_S60_L002_R2_001.fastq.gz	JVD87_S60_L001_R1_001.fastq.gz	JVD87_S60_L001_R2_001.fastq.gz	JVD87_S328_L001_R1_001.fastq.gz	JVD87_S328_L001_R2_001.fastq.gz
